year, month, sources count
2005-01	0
2005-02	0
2005-03	0
2005-04	0
2005-05	0
2005-06	0
2005-07	0
2005-08	0
2005-09	0
2005-10	0
2005-11	0
2005-12	0
2006-01	0
2006-02	0
2006-03	0
2006-04	0
2006-05	0
2006-06	0
2006-07	0
2006-08	0
2006-09	0
2006-10	0
2006-11	0
2006-12	0
2007-01	0
2007-02	0
2007-03	0
2007-04	0
2007-05	0
2007-06	0
2007-07	0
2007-08	0
2007-09	0
2007-10	0
2007-11	0
2007-12	0
2008-01	0
2008-02	1
2008-03	1
2008-04	1
2008-05	1
2008-06	1
2008-07	1
2008-08	1
2008-09	1
2008-10	1
2008-11	1
2008-12	1
2009-01	1
2009-02	1
2009-03	1
2009-04	1
2009-05	1
2009-06	1
2009-07	1
2009-08	2
2009-09	2
2009-10	2
2009-11	2
2009-12	2
2010-01	2
2010-02	2
2010-03	2
2010-04	2
2010-05	2
2010-06	2
2010-07	2
2010-08	2
2010-09	2
2010-10	2
2010-11	2
2010-12	2
2011-01	2
2011-02	3
2011-03	3
2011-04	3
2011-05	3
2011-06	3
2011-07	3
2011-08	3
2011-09	3
2011-10	3
2011-11	3
2011-12	3
2012-01	3
2012-02	3
2012-03	3
2012-04	5
2012-05	5
2012-06	5
2012-07	5
2012-08	5
2012-09	5
2012-10	5
2012-11	5
2012-12	5
2013-01	5
2013-02	5
2013-03	5
2013-04	8
2013-05	8
2013-06	8
2013-07	8
2013-08	8
2013-09	8
2013-10	10
2013-11	10
2013-12	10
2014-01	10
2014-02	10
2014-03	11
2014-04	11
2014-05	11
2014-06	11
2014-07	11
2014-08	11
2014-09	11
2014-10	11
2014-11	11
2014-12	11
2015-01	11
2015-02	11
2015-03	12
2015-04	12
2015-05	12
2015-06	12
2015-07	12
2015-08	12
2015-09	13
2015-10	13
2015-11	13
2015-12	14
2016-01	14
2016-02	14
2016-03	14
2016-04	14
2016-05	14
2016-06	14
2016-07	15
2016-08	15
2016-09	15
2016-10	17
2016-11	17
2016-12	17
2017-01	17
2017-02	17
2017-03	18
2017-04	18
2017-05	18
2017-06	19
2017-07	19
2017-08	19
2017-09	19
2017-10	19
2017-11	20
2017-12	20
2018-01	20
2018-02	20
2018-03	20
2018-04	20
2018-05	21
2018-06	21
2018-07	21
2018-08	22
2018-09	22
2018-10	22
2018-11	22
2018-12	22
2019-01	22
2019-02	22
2019-03	22
2019-04	22
2019-05	22
2019-06	22
2019-07	22
2019-08	23
2019-09	23
2019-10	23
2019-11	24
2019-12	24
2020-01	24
2020-02	24
2020-03	24
2020-04	24
2020-05	26
2020-06	26
2020-07	26
2020-08	26
2020-09	26
2020-10	26
2020-11	26
2020-12	26
2021-01	26
2021-02	26
2021-03	26
2021-04	26
2021-05	26
2021-06	26
2021-07	26
2021-08	26
2021-09	27
2021-10	27
2021-11	27
2021-12	27
2022-01	27
2022-02	27
2022-03	27
2022-04	27
2022-05	27
2022-06	27
2022-07	27
